感受器	Science Advances | 孟来生课题组揭示叶片作为营养信号<em>感受器</em>调控系统叶表皮毛发育的分子机制	2025-02-06	Trichome development of systemic developing leaves is regulated by a nutrient sensor-relay mechanism within mature leaves 	 https://www.science.org/doi/10.1126/sciadv.adq5820
感受器	专家点评 Science | 郭红卫团队发现新的渗透<em>感受器</em>，揭示蛋白相分离介导渗透胁迫感知与适应的新途径	2024-11-01	A cytoplasmic osmosensing mechanism mediated by molecular crowding–sensitive DCP5 	 https://www.science.org/doi/10.1126/science.eadk9067
感受器	Molecular Cell | 种康院士团队发现新的低温<em>感受器</em>第二信使2’,3’-cAMP调控水稻耐寒性	2024-10-31	COLD6-OSM1 module senses chilling for cold tolerance via 2′,3′-cAMP signaling in rice 	 https://doi.org/10.1016/j.molcel.2024.09.031
感受器	Nature 突破！湖南农业大学发现植物低渗<em>感受器</em>	2024-05-23	Osmosensor-mediated control of Ca2+ spiking in pollen germination 	 https://www.nature.com/articles/s41586-024-07445-6
感受器	Nature | 一个新的植物耐热<em>感受器</em>	2024-05-19	The temperature sensor TWA1 is required for thermotolerance in Arabidopsis 	 https://www.nature.com/articles/s41586-024-07424-x
感受器	Nature Commun | 中国农业大学王涛/董江丽团队发现双向调节氧化还原<em>感受器</em>	2023-05-17	The thioesterase APT1 is a bidirectional-adjustment redox sensor	https://doi.org/10.1038/s41467-023-38464-y
感受器	Nature Commun | 中英合作团队揭示新型植物RNA低温<em>感受器</em>	2022-10-21	RNA G-quadruplex structure contributes to cold adaptation in plants 	 https://www.nature.com/articles/s41467-022-34040-y
感受器	Nature Plants | 山东大学白明义课题组揭示植物能量<em>感受器</em>SnRK1抑制硝态氮信号转导的重要机制	2022-09-02	Regulatory functions of cellular energy sensor SnRK1 for nitrate signalling through NLP7 repression 	 https://www.nature.com/articles/s41477-022-01231-w
感受器	Nature Commun | 山东大学白明义课题组揭示过氧化氢调控能量<em>感受器</em>SnRK1活性影响气孔发育的重要机制	2022-08-27	Spatially patterned hydrogen peroxide orchestrates stomatal development in Arabidopsis 	 https://www.nature.com/articles/s41467-022-32770-7
感受器	Science | 耗时近10年！林鸿宣/林尤舜合作发现一个潜在的植物高温<em>感受器</em>，揭示植物响应极端高温的新机制	2022-06-17	A genetic module at one locus in rice protects chloroplasts to enhance thermotolerance 	 https://www.science.org/doi/10.1126/science.abo5721
感受器	Cell Reports | 种康院士团队发现低温<em>感受器</em>COLD1的下游新组分，揭示水稻耐寒性调控新机制	2021-07-20	Integrated global analysis reveals a vitamin E-vitamin K1 sub-network, downstream of COLD1, underlying rice chilling tolerance divergence 	 https://www.cell.com/cell-reports/fulltext/S2211-1247(21)00795-6
感受器	Cell | 一个新的植物水势<em>感受器</em>，种子萌发调控新机制！	2021-07-07	A prion-like protein regulator of seed germination undergoes hydration-dependent phase separation 	 https://www.cell.com/cell/fulltext/S0092-8674(21)00710-8
感受器	Nature Plants | 转录因子bZIP19和bZIP23是植物的锌<em>感受器</em>，调控植物锌稳态	2021-02-17	Arabidopsis bZIP19 and bZIP23 act as zinc sensors to control plant zinc status	https://www.nature.com/articles/s41477-021-00856-7
感受器	Nature突破！一个新的植物温度<em>感受器</em>，植物响应温度变化的新机制！	2020-08-27	A prion-like domain in ELF3 functions as a thermosensor in Arabidopsis 	 https://doi.org/10.1038/s41586-020-2644-7  
The plant response to heat requires phase separation 	 https://doi.org/10.1038/d41586-020-02442-x
感受器	Nature Comm | 山东大学白明义课题组揭示植物能量<em>感受器</em>SnRK1促进气孔发育的分子机理	2020-08-26	KIN10 Promotes Stomatal Development through Stabilization of the SPEECHLESS Transcription Factor 	 https://doi.org/10.1038/s41467-020-18048-w
感受器	Nature突破！稻瘟病菌侵染新机制，一个激酶膨压<em>感受器</em>被鉴定到！	2019-10-10	A sensor kinase controls turgor-driven plant infection by the rice blast fungus	https://www.nature.com/articles/s41586-019-1637-x
感受器	Nature | 一个新的植物耐热<em>感受器</em>	2024-05-19	The temperature sensor TWA1 is required for thermotolerance in Arabidopsis 	 https://www.nature.com/articles/s41586-024-07424-x
感受器	Nature Commun | 中国农业大学王涛/董江丽团队发现双向调节氧化还原<em>感受器</em>	2023-05-17	The thioesterase APT1 is a bidirectional-adjustment redox sensor	https://doi.org/10.1038/s41467-023-38464-y
感受器	Nature Commun | 中英合作团队揭示新型植物RNA低温<em>感受器</em>	2022-10-21	RNA G-quadruplex structure contributes to cold adaptation in plants	https://www.nature.com/articles/s41467-022-34040-y
感受器	Nature Plants | 山东大学白明义课题组揭示植物能量<em>感受器</em>SnRK1抑制硝态氮信号转导的重要机制	2022-09-02	Regulatory functions of cellular energy sensor SnRK1 for nitrate signalling through NLP7 repression 	 https://www.nature.com/articles/s41477-022-01236-5
感受器	Nature Commun | 山东大学白明义课题组揭示过氧化氢调控能量<em>感受器</em>SnRK1活性影响气孔发育的重要机制	2022-08-27	Spatially patterned hydrogen peroxide orchestrates stomatal development in Arabidopsis 	 https://www.nature.com/articles/s41467-022-32770-7
感受器	Science | 耗时近10年！林鸿宣/林尤舜合作发现一个潜在的植物高温<em>感受器</em>，揭示植物响应极端高温的新机制	2022-06-17	A genetic module at one locus in rice protects chloroplasts to enhance thermotolerance 	 https://www.science.org/doi/10.1126/science.abo5721
感受器	Cell Reports | 种康院士团队发现低温<em>感受器</em>COLD1的下游新组分，揭示水稻耐寒性调控新机制	2021-07-20	Integrated global analysis reveals a vitamin E-vitamin K1 sub-network, downstream of COLD1, underlying rice chilling tolerance divergence 	 https://www.cell.com/cell-reports/fulltext/S2211-1247(21)00795-6
感受器	Cell | 一个新的植物水势<em>感受器</em>，种子萌发调控新机制！	2021-07-07	A prion-like protein regulator of seed germination undergoes hydration-dependent phase separation 	 https://www.cell.com/cell/fulltext/S0092-8674(21)00710-8
感受器	Nature Plants | 转录因子bZIP19和bZIP23是植物的锌<em>感受器</em>，调控植物锌稳态	2021-02-17	Arabidopsis bZIP19 and bZIP23 act as zinc sensors to control plant zinc status 	 https://www.nature.com/articles/s41477-021-00856-7
感受器	Nature突破！一个新的植物温度<em>感受器</em>，植物响应温度变化的新机制！	2020-08-27	A prion-like domain in ELF3 functions as a thermosensor in Arabidopsis 	 https://doi.org/10.1038/s41586-020-2644-7
The plant response to heat requires phase separation 	 https://doi.org/10.1038/d41586-020-02442-x
感受器	Nature Comm | 山东大学白明义课题组揭示植物能量<em>感受器</em>SnRK1促进气孔发育的分子机理	2020-08-26	KIN10 Promotes Stomatal Development through Stabilization of the SPEECHLESS Transcription Factor 	 https://doi.org/10.1038/s41467-020-18048-w
感受器	Nature突破！稻瘟病菌侵染新机制，一个激酶膨压<em>感受器</em>被鉴定到！	2019-10-10	A sensor kinase controls turgor-driven plant infection by the rice blast fungus 	 https://www.nature.com/articles/s41586-019-1637-x
感受器	Science | 耗时近10年！林鸿宣/林尤舜合作发现一个潜在的植物高温<em>感受器</em>，揭示植物响应极端高温的新机制	2022-06-17	A genetic module at one locus in rice protects chloroplasts to enhance thermotolerance 	 https://www.science.org/doi/10.1126/science.abo5721
胁迫	Dev Cell | 唐雨/谷杨楠团队揭示核纤层蛋白PNET2通过相分离调控膜结合转录因子介导植物响应<em>胁迫</em>的新机制	2025-08-14	Nuclear Lamina Phase Separation Orchestrates Stress-Induced Transcriptional Responses in Plants 	 https://www.sciencedirect.com/science/article/pii/S1534580725004460?via%3Dihub
胁迫	Plant Journal | 南京师范大学朱自强课题组揭示植物细胞核内盐<em>胁迫</em>应答的新机制	2025-08-04	Salt-responsive SSN1 condensation in nucleus facilitates PIF4 degradation to regulate Arabidopsis salt tolerance	https://doi.org/10.1111/tpj.70389
胁迫	Plant Cell | 栾升团队揭示TOR复合体和Ca2+-CBL-CIPK钙信号通路平衡植物生长与盐<em>胁迫</em>响应的新机制	2025-07-04	A calcium sensor kinase pathway interacts with the TOR complex to balance growth and salt tolerance in Arabidopsis 	 https://doi.org/10.1093/plcell/koaf103
胁迫	Nature Plants | 中国农大杨淑华团队揭示类受体激酶级联调控植物根系冷<em>胁迫</em>响应的新机制	2025-06-27	A receptor–kinase cascade confers cold-induced root growth inhibition in Arabidopsis 	 https://www.nature.com/articles/s41477-025-02034-5
胁迫	Cell Reports | 南方科技大学王鹏程团队揭示水稻渗透<em>胁迫</em>应答新机制	2025-06-24	Rice B2 and B3 subgroup RAF kinases play central roles in both ABA and osmotic stress signaling 	 https://www.cell.com/cell-reports/fulltext/S2211-1247(25)00665-5
胁迫	南京师范大学朱自强团队揭示植物高温<em>胁迫</em>应答新机制	2025-06-16	High temperature-responsive DEAR4 condensation confers thermotolerance through recruiting TOPLESS in Arabidopsis nucleus 	 https://doi.org/10.1111/tpj.70172
胁迫	Nature Plants | 赵杨/万里合作揭示动植物保守的TIR酶活磷酸化刹车机制，渗透<em>胁迫</em>下平衡植物免疫与生长的关键	2025-06-11	TIR immune signalling is blocked by phosphorylation to maintain plant growth 	 https://www.nature.com/articles/s41477-025-02012-x
胁迫	Annu Rev | 董欣年/项耶子综述植物<em>胁迫</em>响应中的翻译调控研究进展	2025-06-08	Translational Regulation of Plant Stress Responses: Mechanisms, Pathways, and Applications in Bioengineering 	 https://doi.org/10.1146/annurev-phyto-121823-032335
胁迫	Nature Com | 山东大学杨中宝团队揭示Ca²⁺-CPK-STOP1-ALMT1级联信号通路调控植物铝<em>胁迫</em>耐受性的新机制	2025-06-06	Ca2+-dependent cytoplasmic and nuclear phosphorylation of STOP1 by CPK21 and CPK23 confers ALMT1-dependent aluminum resistance	https://www.nature.com/articles/s41467-025-60426-9
胁迫	Plant Physiol | 东北林业大学杨静莉研究组揭示干旱<em>胁迫</em>下杨树根系发育调控新机制	2025-05-20	PuUBL5-mediated ZINC FINGER PROTEIN 1 stability is critical for root development under drought stress in Populus ussuriensis 	 https://doi.org/10.1093/plphys/kiaf181
胁迫	Nature Commun | 南京农业大学徐国华团队揭示水稻染色体外环状DNA响应养分<em>胁迫</em>的动态机制	2025-05-05	Adaptive Dynamics of Extrachromosomal Circular DNA in Rice Under Nutrient Stress 	 https://doi.org/10.1038/s41467-025-59572-x
胁迫	Nature Commun | 浙江大学王智烨课题组揭示RNA m6A修饰在植物缺磷<em>胁迫</em>响应中的调控功能	2025-05-03	N6-methyladenosine modifications stabilize phosphate starvation response–related mRNAs in plant adaptation to nutrient-deficient stress 	 https://www.nature.com/articles/s41467-025-59331-y
胁迫	Plant Cell | 华南师范大学张盛春课题组揭示高温<em>胁迫</em>下种子成熟和脂肪酸合成的调控新机制	2025-04-19	SIZ1-mediated SUMOylation stabilizes WRI1 to safeguard seed filling and fatty acid biosynthesis at high temperatures 	 https://doi.org/10.1093/plcell/koaf085  
PIF4 and PIF5 interact with WRI1 to modulate fatty acid biosynthesis during seed maturation in Arabidopsis 	 https://doi.org/10.1093/plphys/kiaf141
胁迫	PNAS | 中国农业大学/河北大学巩志忠课题组揭示玉米干旱<em>胁迫</em>响应新机制	2025-04-13	ZmGCT1/2 negatively regulate drought tolerance in maize by inhibiting ZmSLAC1 to maintain guard cell turgor 	 https://www.pnas.org/doi/10.1073/pnas.2401135121
胁迫	Nature Commun | 清华大学方晓峰课题组发现相分离和相变介导热<em>胁迫</em>引起光合作用效率下降	2025-03-23	Solid-like condensation of MORF8 inhibits RNA editing under heat stress in Arabidopsis 	 https://doi.org/10.1038/s41467-025-58146-1
胁迫	Nature Commun | 南方科技大学李瑞熙团队揭示内膜蛋白通过蛋白酶体调控亚基促进热<em>胁迫</em>诱导应激颗粒解聚的机制	2025-03-01	The adaptor protein AP-3β disassembles heat-induced stress granules via 19S regulatory particle in Arabidopsis 	 https://www.nature.com/articles/s41467-024-46739-1
胁迫	Plant Physiol | 宁夏大学徐伟荣团队揭示葡萄低温<em>胁迫</em>响应调控新机制	2025-01-27	Phosphorylation-dependent VaMYB4a regulates cold stress in grapevine by inhibiting VaPIF3 and activating VaCBF4	https://doi.org/10.1093/plphys/kiaf035
胁迫	Nature Commun | 中国农科院生物所普莉团队揭示玉米根系响应热<em>胁迫</em>的单细胞转录图谱和调控网络	2025-01-07	Single-cell transcriptomes reveal spatiotemporal heat stress response in maize roots 	 https://www.nature.com/articles/s41467-024-55485-3
胁迫	Nature Commun | 丁兆军/张大健合作团队揭示GmERF13转录因子介导盐<em>胁迫</em>信号抑制大豆结瘤的新机制	2025-01-07	GmERF13 mediates salt inhibition of nodulation through interacting with GmLBD16a in soybean 	 https://www.nature.com/articles/s41467-024-55495-1
胁迫	JGG | 中国农业大学秦峰团队发现ZmMIK2-ZmC2DP1负调控玉米对干旱和盐<em>胁迫</em>的响应	2024-11-17	An LRR-RLK protein modulates drought- and salt-stress responses in maize 	 https://www.sciencedirect.com/science/article/pii/S1673852724000503
胁迫	扬州大学冯立国团队揭示盐<em>胁迫</em>诱导玫瑰香叶醇合成的分子机制	2024-11-14	The MYC Gene RrbHLH105 Contributes to Salt Stress Induced Geraniol in Rose by Regulating Trehalose-6-Phosphate Signalling 	 http://doi.org/10.1111/pce.15266
胁迫	专家点评 Science | 郭红卫团队发现新的渗透感受器，揭示蛋白相分离介导渗透<em>胁迫</em>感知与适应的新途径	2024-11-01	A cytoplasmic osmosensing mechanism mediated by molecular crowding–sensitive DCP5 	 https://www.science.org/doi/10.1126/science.eadk9067
胁迫	EMBO J | 中国科学院分子植物卓越中心赵杨研究组揭示植物渗透<em>胁迫</em>应答调控新机制	2024-10-23	Osmotic signaling releases PP2C-mediated inhibition of SnRK2s via the receptor-like cytoplasmic kinase BIK1	https://www.embopress.org/doi/10.1038/s44320-024-00001-4
胁迫	Plant Physiol | 重庆大学黄俊丽团队揭示非组蛋白去乙酰化修饰调控水稻干旱<em>胁迫</em>应答的新机制	2024-10-19	OsPUB75-OsHDA716 mediates deactivation and degradation of OsbZIP46 to negatively regulate drought tolerance in rice	https://doi.org/10.1093/plphys/kiae545
胁迫	Plant Cell | 广西大学夏继星课题组揭示水稻根内皮层木质化和木栓化的分子机制及其在耐盐<em>胁迫</em>中的作用机制	2024-10-16	Four MYB transcription factors regulate suberization and non-localized lignification at the root endodermis in rice	https://doi.org/10.1093/plcell/koae278
胁迫	Genome Biology | 华中农业大学熊立仲/李兴旺团队联合揭示水稻干旱<em>胁迫</em>下的三维基因组重塑机制	2024-10-12	Drought-responsive dynamics of H3K9ac-marked 3D chromatin interactions are integrated by OsbZIP23-associated super-enhancer-like promoter regions in rice 	 https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03408-2
胁迫	沈阳农业大学李天来/王峰团队系统总结光信号在植物响应盐<em>胁迫</em>中的调控机制	2024-10-01	Revisiting the role of light signaling in plant responses to salt stress 	 https://doi.org/10.1093/hr/uhae262
胁迫	JGG | 中国科学院遗传发育所姜丹华团队综述表观遗传在植物非生物<em>胁迫</em>响应中的作用和机制	2024-09-24	Epigenetic control of plant abiotic stress responses 	 https://www.sciencedirect.com/science/article/pii/S1673852724002467
胁迫	沈阳农业大学代红艳团队揭示苹果生长和<em>胁迫</em>响应平衡的调控新机制	2024-09-05	The MdIAA29-MdARF4 complex plays an important role in balancing plant height with salt and drought stress responses 	 https://doi.org/10.1093/plphys/kiae467
胁迫	Molecular Cell | 北京大学王伟课题组发现蛋白酶体调控应激颗粒稳态抵御高温<em>胁迫</em>的新机制	2024-08-22	Proteasome resides in and dismantles plant heat stress granules constitutively 	 https://doi.org/10.1016/j.molcel.2024.07.033
抗性	Nature Plants | 李磊团队/田志喜团队合作鉴定到一个免疫激发子—受体模块，可赋予作物广谱<em>抗性</em>	2025-08-19	Large-scale pairing identifies a soybean phytocytokine - receptor module conferring disease resistance	https://www.nature.com/articles/s41477-025-02086-7
抗性	中国热科院阙友雄/吴期滨团队揭示长链非编码RNA与靶基因协同调控甘蔗黑穗病<em>抗性</em>的机制	2025-06-30	LncRNAs co‑expressed with targeted genes to regulate sugarcane response to Sporisorium scitamineum infection 	 https://doi.org/10.1007/s00299-025-03555-1
抗性	浙江大学周艳虹课题组揭示钙依赖性蛋白激酶CPK27调控番茄低温<em>抗性</em>的分子机制	2025-04-20	CPK27 enhances cold tolerance by promoting flavonoid biosynthesis through phosphorylating HY5 in tomato 	 https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.70134
抗性	专家点评 Science 封面 | 叶健团队解析柑橘黄龙病<em>抗性</em>新机制，并开发治疗新策略	2025-04-11	Targeted MYC2 stabilization confers citrus Huanglongbing resistance 	 https://science.org/doi/10.1126/science.adq7203
抗性	Plant Physiol | 江苏省中国科学院植物研究所揭示苯丙氨酸代谢途径参与调控根际细菌诱导的植物<em>抗性</em>的新机制	2025-02-20	Phenylalanine metabolism-dependent lignification confers rhizobacterium-induced plant resistance	https://doi.org/10.1093/plphys/kiaf016
抗性	专家点评Nature Genetics | 浙江大学刘建祥团队在水稻高温<em>抗性</em>分子机制研究与种质创新领域取得新进展	2025-01-14	The NAT1–bHLH110–CER1/CER1L module regulates heat stress tolerance in rice 	 https://www.nature.com/articles/s41588-024-02065-2
抗性	Dev Cell | 宁波大学陈剑平院士/羊健研究员团队揭示小肽CLE7激活植物对RNA病毒广谱<em>抗性</em>的机制	2024-12-17	A plant signal peptide elicits plant defense response to viral infection 	 https://doi.org/10.1016/j.devcel.2024.11.020
抗性	New Phytol | 南京农业大学王一鸣研究组揭示水稻稻曲病<em>抗性</em>调控新机制	2024-12-05	Biosynthesis of sakuranetin regulated by OsMPK6-OsWRKY67-OsNOMT cascade enhances resistance to false smut disease 	 https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.20308
抗性	Plant Cell | 湖南大学于峰/伍斗生课题组揭示植物维管束<em>抗性</em>新机制	2024-11-17	The FERONIA–RESPONSIVE TO DESSICATION 26 module regulates vascular immunity to Ralstonia solanacearum 	 https://doi.org/10.1093/plcell/koae302
抗性	SCLS | 南京农业大学作物疫病研究团队发现果胶裂解酶协同其降解产物双重激活大豆对疫霉菌的<em>抗性</em>	2024-11-15	Dual activation of soybean resistance against Phytophthora sojae by pectin lyase and degraded pectin oligosaccharides 	 http://engine.scichina.com/doi/10.1007/s11427-024-2724-5
抗性	Plant Journal | 中国农业科学院作科所徐兆师课题组揭示小麦茎基腐病<em>抗性</em>调控新机制	2024-11-06	TaWRKY24 integrates the tryptophan metabolism pathways to participate in defense against Fusarium crown rot in wheat	http://doi.org/10.1111/tpj.17079
抗性	Nature Genetics | 中国农业大学徐明良团队揭示玉米广谱数量<em>抗性</em>的分子机制	2024-11-04	The ZmCPK39-ZmDi19-ZmPR10 immune module regulates quantitative resistance to multiple foliar diseases in maize 	 https://www.nature.com/articles/s41588-024-01968-4
抗性	EMBO J. | 浙江大学师恺课题组发现新型受体激酶BRAK与多肽受体PSKR1相互磷酸化协同提高番茄生长和<em>抗性</em>	2024-10-29	A novel LRR receptor-like kinase BRAK reciprocally phosphorylates PSKR1 to enhance growth and defense in tomato 	 https://doi.org/10.1038/s44318-024-00278-z
抗性	中国农科院郑州果树所苹果育种课题组揭示转录因子MdERF61调控苹果再植病<em>抗性</em>的机制	2024-10-08	The MdERF61-mdm-miR397b-MdLAC7b module regulates apple resistance to Fusarium solani via lignin biosynthesis 	 https://doi.org/10.1093/plphys/kiae518
